Bassariscus astutus
Bassariscus sumichrasti
Bassaricyon alleni
Bassaricyon beddardi
Bassaricyon gabbii
Bassaricyon lasius
Bassaricyon pauli
Potos flavus
Ailurus fulgens
Odobenus rosmarus
Arctocephalus australis
Arctocephalus forsteri
Arctocephalus galapagoensis
Arctocephalus philippii
Arctocephalus townsendi
Arctocephalus gazella
Arctocephalus tropicalis
Arctocephalus pusillus
Neophoca cinerea
Phocarctos hookeri
Otaria byronia
Eumetopias jubatus
Zalophus californianus
Callorhinus ursinus
Phoca caspica
Phoca hispida
Phoca sibirica
Phoca largha
Phoca vitulina
Halichoerus grypus
Phoca fasciata
Phoca groenlandica
Cystophora cristata
Erignathus barbatus
Hydrurga leptonyx
Lobodon carcinophagus
Leptonychotes weddellii
Ommatophoca rossii
Mirounga angustirostris
Mirounga leonina
Monachus schauinslandi
Monachus monachus
Ursus arctos
Ursus maritimus
Ursus thibetanus
Helarctos malayanus
Melursus ursinus
Ursus americanus
Tremarctos ornatus
Ailuropoda melanoleuca
Canis lupus
Canis rufus
Canis latrans
Canis simensis
Canis adustus
Canis aureus
Canis mesomelas
Pseudalopex culpaeus
Pseudalopex griseus
Pseudalopex gymnocercus
Pseudalopex sechurae
Pseudalopex vetulus
Atelocynus microtis
Cerdocyon thous
Chrysocyon brachyurus
Cuon alpinus
Lycaon pictus
Speothos venaticus
Nyctereutes procyonoides
Vulpes corsac
Vulpes ferrilata
Vulpes rueppellii
Vulpes vulpes
Alopex lagopus
Vulpes velox
Vulpes cana
Vulpes zerda
Vulpes bengalensis
Vulpes chama
Vulpes pallida
Urocyon cinereoargenteus
Urocyon littoralis
Otocyon megalotis
Panthera leo
Panthera pardus
Panthera onca
Panthera tigris
Uncia uncia
Neofelis nebulosa
Pardofelis marmorata
Lynx canadensis
Lynx lynx
Lynx pardinus
Lynx rufus
Catopuma badia
Catopuma temminckii
Profelis aurata
Leopardus tigrinus
Oncifelis geoffroyi
Oncifelis guigna
Oncifelis colocolo
Oreailurus jacobita
Leopardus pardalis
Leopardus wiedii
Felis margarita
Felis nigripes
Felis silvestris
Felis bieti
Felis chaus
Otocolobus manul
Caracal caracal
Leptailurus serval
Prionailurus bengalensis
Prionailurus viverrinus
Prionailurus rubiginosus
Prionailurus planiceps
Herpailurus yaguarondi
Puma concolor
Acinonyx jubatus
Crocuta crocuta
Hyaena hyaena
Parahyaena brunnea
Proteles cristatus
Helogale hirtula
Helogale parvula
Mungos gambianus
Mungos mungo
Crossarchus alexandri
Crossarchus ansorgei
Crossarchus obscurus
Ichneumia albicauda
Suricata suricatta
Bdeogale crassicauda
Bdeogale jacksoni
Bdeogale nigripes
Liberiictis kuhni
Cynictis penicillata
Paracynictis selousi
Herpestes edwardsii
Herpestes javanicus
Herpestes brachyurus
Herpestes urva
Herpestes ichneumon
Herpestes naso
Herpestes palustris
Herpestes semitorquatus
Herpestes smithii
Herpestes vitticollis
Galerella flavescens
Galerella pulverulenta
Galerella sanguinea
Galerella swalius
Atilax paludinosus
Dologale dybowskii
Rhynchogale melleri
Galidictis fasciata
Galidictis grandidieri
Galidia elegans
Mungotictis decemlineata
Salanoia concolor
Genetta abyssinica
Genetta thierryi
Genetta johnstoni
Genetta angolensis
Genetta maculata
Genetta genetta
Genetta tigrina
Genetta servalina
Genetta victoriae
Prionodon linsang
Prionodon pardicolor
Poiana richardsonii
Osbornictis piscivora
Viverra civettina
Viverra megaspila
Viverra tangalunga
Viverra zibetha
Viverricula indica
Civettictis civetta
Paradoxurus jerdoni
Paradoxurus zeylonensis
Paradoxurus hermaphroditus
Arctictis binturong
Paguma larvata
Macrogalidia musschenbroekii
Arctogalidia trivirgata
Nandinia binotata
Chrotogale owstoni
Diplogale hosei
Hemigalus derbyanus
Cynogale bennettii
Eupleres goudotii
Fossa fossana
Cryptoprocta ferox
Manis javanica
Manis crassicaudata
Manis pentadactyla
Manis gigantea
Manis temminckii
Manis tetradactyla
Manis tricuspis
Paranyctimene raptor
Nyctimene aello
Nyctimene celaeno
Nyctimene certans
Nyctimene cyclotis
Nyctimene major
Nyctimene robinsoni
Nyctimene albiventer
Nyctimene draconilla
Nyctimene minutus
Nyctimene cephalotes
Nyctimene rabori
Nyctimene malaitensis
Nyctimene masalai
Nyctimene vizcaccia
Sphaerias blanfordi
Alionycteris paucidentata
Otopteropus cartilagonodus
Haplonycteris fischeri
Latidens salimalii
Penthetor lucasi
Thoopterus nigrescens
Aethalops alecto
Balionycteris maculata
Chironax melanocephalus
Dyacopterus spadiceus
Ptenochirus jagori
Ptenochirus minor
Megaerops ecaudatus
Megaerops kusnotoi
Megaerops niphanae
Megaerops wetmorei
Cynopterus sphinx
Cynopterus brachyotis
Cynopterus nusatenggara
Cynopterus horsfieldi
Cynopterus titthaecheilus
Boneia bidens
Rousettus angolensis
Megaloglossus woermanni
Eidolon helvum
Eidolon dupreanum
Myonycteris relicta
Myonycteris brachycephala
Myonycteris torquata
Rousettus lanosus
Rousettus egyptiacus
Rousettus amplexicaudatus
Rousettus celebensis
Rousettus leschenaulti
Rousettus madagascariensis
Rousettus obliviosus
Rousettus spinalatus
Plerotes anchietai
Casinycteris argynnis
Scotonycteris ophiodon
Scotonycteris zenkeri
Nanonycteris veldkampi
Hypsignathus monstrosus
Epomops buettikoferi
Epomops dobsoni
Epomops franqueti
Micropteropus intermedius
Micropteropus pusillus
Epomophorus wahlbergi
Epomophorus angolensis
Epomophorus gambianus
Epomophorus grandis
Epomophorus labiatus
Epomophorus minimus
Eonycteris major
Eonycteris spelaea
Macroglossus minimus
Macroglossus sobrinus
Syconycteris australis
Syconycteris carolinae
Syconycteris hobbit
Notopteris macdonaldi
Melonycteris melanops
Melonycteris aurantius
Melonycteris woodfordi
Harpyionycteris celebensis
Harpyionycteris whiteheadi
Aproteles bulmerae
Dobsonia beauforti
Dobsonia inermis
Dobsonia praedatrix
Dobsonia viridis
Dobsonia minor
Dobsonia peroni
Dobsonia emersa
Dobsonia exoleta
Dobsonia moluccensis
Dobsonia pannietensis
Styloctenium wallacei
Neopteryx frosti
Pteralopex acrodonta
Pteralopex anceps
Pteralopex atrata
Pteralopex pulchra
Acerodon celebensis
Acerodon humilis
Acerodon jubatus
Acerodon leucotis
Acerodon mackloti
Pteropus sanctacrucis
Pteropus mearnsi
Pteropus speciosus
Pteropus neohibernicus
Pteropus howensis
Pteropus ornatus
Pteropus pumilus
Pteropus melanotus
Pteropus hypomelanus
Pteropus griseus
Pteropus admiralitatum
Pteropus alecto
Pteropus faunulus
Pteropus dasymallus
Pteropus livingstonii
Pteropus melanopogon
Pteropus caniceps
Pteropus argentatus
Pteropus conspicillatus
Pteropus ocularis
Pteropus anetianus
Pteropus samoensis
Pteropus mariannus
Pteropus tonganus
Pteropus personatus
Pteropus temmincki
Pteropus macrotis
Pteropus pohlei
Pteropus poliocephalus
Pteropus lombocensis
Pteropus molossinus
Pteropus rodricensis
Pteropus chrysoproctus
Pteropus fundatus
Pteropus rayneri
Pteropus giganteus
Pteropus lylei
Pteropus vampyrus
Pteropus gilliardi
Pteropus mahaganus
Pteropus scapulatus
Pteropus woodfordi
Pteropus aldabrensis
Pteropus seychellensis
Pteropus niger
Pteropus rufus
Pteropus voeltzkowi
Pteropus insularis
Pteropus leucopterus
Pteropus nitendiensis
Pteropus phaeocephalus
Pteropus pselaphon
Pteropus tuberculatus
Pteropus vetulus
Saccolaimus peli
Saccolaimus flaviventris
Saccolaimus mixtus
Saccolaimus pluto
Saccolaimus saccolaimus
Taphozous hamiltoni
Taphozous nudiventris
Taphozous theobaldi
Taphozous hilli
Taphozous australis
Taphozous georgianus
Taphozous kapalgensis
Taphozous hildegardeae
Taphozous longimanus
Taphozous mauritianus
Taphozous perforatus
Taphozous melanopogon
Taphozous philippinensis
Mosia nigrescens
Emballonura atrata
Emballonura beccarii
Emballonura dianae
Emballonura furax
Emballonura raffrayana
Emballonura semicaudata
Coleura afra
Coleura seychellensis
Emballonura alecto
Emballonura monticola
Rhynchonycteris naso
Cyttarops alecto
Diclidurus isabellus
Diclidurus scutatus
Diclidurus albus
Diclidurus ingens
Centronycteris maximiliani
Cormura brevirostris
Saccopteryx bilineata
Saccopteryx leptura
Saccopteryx gymnura
Saccopteryx canescens
Balantiopteryx io
Balantiopteryx infusca
Balantiopteryx plicata
Peropteryx leucoptera
Peropteryx kappleri
Peropteryx macrotis
Craseonycteris thonglongyai
Rhinopoma hardwickei
Rhinopoma microphyllum
Rhinopoma muscatellum
Cardioderma cor
Lavia frons
Macroderma gigas
Megaderma lyra
Megaderma spasma
Nycteris javanica
Nycteris tragata
Nycteris arge
Nycteris intermedia
Nycteris major
Nycteris nana
Nycteris gambiensis
Nycteris thebaica
Nycteris grandis
Nycteris hispida
Nycteris macrotis
Nycteris woodi
Rhinolophus monoceros
Rhinolophus pusillus
Rhinolophus osgoodi
Rhinolophus cornutus
Rhinolophus lepidus
Rhinolophus imaizumii
Rhinolophus cognatus
Rhinolophus subbadius
Rhinolophus acuminatus
Rhinolophus adami
Rhinolophus affinis
Rhinolophus alcyone
Rhinolophus anderseni
Rhinolophus arcuatus
Rhinolophus blasii
Rhinolophus capensis
Rhinolophus celebensis
Rhinolophus clivosus
Rhinolophus coelophyllus
Rhinolophus darlingi
Rhinolophus deckenii
Rhinolophus denti
Rhinolophus eloquens
Rhinolophus euryotis
Rhinolophus ferrumequinum
Rhinolophus fumigatus
Rhinolophus hildebrandti
Rhinolophus hipposideros
Rhinolophus inops
Rhinolophus keyensis
Rhinolophus luctus
Rhinolophus maclaudi
Rhinolophus macrotis
Rhinolophus malayanus
Rhinolophus marshalli
Rhinolophus megaphyllus
Rhinolophus mitratus
Rhinolophus paradoxolophus
Rhinolophus pearsonii
Rhinolophus philippinensis
Rhinolophus rex
Rhinolophus robinsoni
Rhinolophus rouxii
Rhinolophus rufus
Rhinolophus sedulus
Rhinolophus shameli
Rhinolophus silvestris
Rhinolophus simplex
Rhinolophus simulator
Rhinolophus stheno
Rhinolophus subrufus
Rhinolophus swinnyi
Rhinolophus thomasi
Rhinolophus trifoliatus
Rhinolophus virgo
Rhinolophus yunanensis
Rhinolophus nereis
Rhinolophus borneensis
Rhinolophus canuti
Rhinolophus creaghi
Rhinolophus mehelyi
Rhinolophus euryale
Rhinolophus landeri
Rhinolophus guineensis
Paracoelops megalotis
Coelops frithi
Coelops hirsutus
Coelops robinsoni
Rhinonicteris aurantia
Triaenops furculus
Triaenops persicus
Aselliscus tricuspidatus
Anthops ornatus
Hipposideros ater
Hipposideros abae
Hipposideros beatus
Hipposideros bicolor
Hipposideros breviceps
Hipposideros caffer
Hipposideros cineraceus
Hipposideros coxi
Hipposideros curtus
Hipposideros dyacorum
Hipposideros fuliginosus
Hipposideros fulvus
Hipposideros galeritus
Hipposideros halophyllus
Hipposideros jonesi
Hipposideros macrobullatus
Hipposideros maggietaylorae
Hipposideros marisae
Hipposideros megalotis
Hipposideros nequam
Hipposideros obscurus
Hipposideros papua
Hipposideros pomona
Hipposideros pygmaeus
Hipposideros ridleyi
Hipposideros speoris
Hipposideros doriae
Hipposideros sabanus
Hipposideros coronatus
Hipposideros calcaratus
Hipposideros lamottei
Hipposideros ruber
Hipposideros crumeniferus
Hipposideros cervinus
Cloeotis percivali
Aselliscus stoliczkanus
Hipposideros armiger
Hipposideros commersoni
Hipposideros diadema
Hipposideros dinops
Hipposideros inexpectatus
Hipposideros lankadiva
Hipposideros larvatus
Hipposideros lekaguli
Hipposideros schistaceus
Hipposideros turpis
Hipposideros lylei
Hipposideros pratti
Asellia patrizii
Asellia tridens
Hipposideros camerunensis
Hipposideros cyclops
Hipposideros corynophyllus
Hipposideros stenotis
Hipposideros wollastoni
Hipposideros muscinus
Hipposideros semoni
Myzopoda aurita
Thyroptera discifera
Thyroptera tricolor
Amorphochilus schnablii
Furipterus horrens
Natalus lepidus
Natalus stramineus
Natalus tumidirostris
Natalus micropus
Natalus tumidifrons
Mystacina tuberculata
Noctilio albiventris
Noctilio leporinus
Mormoops blainvillii
Mormoops megalophylla
Pteronotus parnellii
Pteronotus davyi
Pteronotus gymnonotus
Pteronotus personatus
Pteronotus quadridens
Pteronotus macleayii
Diphylla ecaudata
Desmodus rotundus
Diaemus youngi
Macrophyllum macrophyllum
Lonchorhina aurita
Lonchorhina fernandezi
Lonchorhina marinkellei
Lonchorhina orinocensis
Macrotus californicus
Macrotus waterhousii
Micronycteris brachyotis
Micronycteris megalotis
Micronycteris hirsuta
Micronycteris minuta
Micronycteris schmidtorum
Micronycteris nicefori
Micronycteris pusilla
Micronycteris daviesi
Micronycteris behnii
Micronycteris sylvestris
Trachops cirrhosus
Chrotopterus auritus
Vampyrum spectrum
Tonatia bidens
Tonatia brasiliense
Tonatia carrikeri
Tonatia evotis
Tonatia schulzi
Tonatia silvicola
Mimon bennettii
Mimon crenulatum
Phylloderma stenops
Phyllostomus latifolius
Phyllostomus discolor
Phyllostomus elongatus
Phyllostomus hastatus
Brachyphylla cavernarum
Brachyphylla nana
Erophylla sezekorni
Phyllonycteris aphylla
Phyllonycteris poeyi
Platalina genovensium
Lionycteris spurrelli
Lonchophylla bokermanni
Lonchophylla dekeyseri
Lonchophylla handleyi
Lonchophylla hesperia
Lonchophylla mordax
Lonchophylla robusta
Lonchophylla thomasi
Leptonycteris curasoae
Leptonycteris nivalis
Monophyllus plethodon
Monophyllus redmani
Glossophaga commissarisi
Glossophaga soricina
Glossophaga leachii
Glossophaga longirostris
Glossophaga morenoi
Anoura caudifera
Anoura cultrata
Anoura geoffroyi
Anoura latidens
Scleronycteris ega
Hylonycteris underwoodi
Lichonycteris obscura
Choeronycteris mexicana
Musonycteris harrisoni
Choeroniscus godmani
Choeroniscus intermedius
Choeroniscus minor
Choeroniscus periosus
Rhinophylla alethina
Rhinophylla fischerae
Rhinophylla pumilio
Carollia castanea
Carollia brevicauda
Carollia perspicillata
Carollia subrufa
Sturnira bidens
Sturnira nana
Sturnira aratathomasi
Sturnira lilium
Sturnira ludovici
Sturnira luisi
Sturnira magna
Sturnira mordax
Sturnira thomasi
Sturnira tildae
Sturnira bogotensis
Sturnira erythromos
Pygoderma bilabiatum
Centurio senex
Ametrida centurio
Sphaeronycteris toxophyllum
Phyllops falcatus
Stenoderma rufum
Ardops nichollsi
Ariteus flavescens
Artibeus hartii
Artibeus aztecus
Artibeus phaeotis
Artibeus toltecus
Artibeus cinereus
Artibeus anderseni
Artibeus glaucus
Artibeus concolor
Artibeus fimbriatus
Artibeus amplus
Artibeus jamaicensis
Artibeus lituratus
Artibeus obscurus
Artibeus planirostris
Artibeus fraterculus
Artibeus hirsutus
Artibeus inopinatus
Ectophylla alba
Chiroderma salvini
Chiroderma improvisum
Chiroderma villosum
Chiroderma doriae
Chiroderma trinitatum
Mesophylla macconnelli
Vampyressa melissa
Vampyressa pusilla
Vampyressa bidens
Vampyressa brocki
Vampyressa nymphaea
Uroderma bilobatum
Uroderma magnirostrum
Vampyrodes caraccioli
Platyrrhinus aurarius
Platyrrhinus brachycephalus
Platyrrhinus chocoensis
Platyrrhinus dorsalis
Platyrrhinus helleri
Platyrrhinus infuscus
Platyrrhinus lineatus
Platyrrhinus recifinus
Platyrrhinus umbratus
Platyrrhinus vittatus
Tomopeas ravus
Cheiromeles torquatus
Myopterus daubentonii
Myopterus whitleyi
Molossops aequatorianus
Molossops mattogrossensis
Molossops neglectus
Molossops temminckii
Molossops abrasus
Molossops greenhalli
Molossops planirostris
Mormopterus setiger
Mormopterus beccarii
Mormopterus norfolkensis
Mormopterus planiceps
Mormopterus petrophilus
Mormopterus kalinowskii
Mormopterus minutus
Mormopterus phrudus
Mormopterus doriae
Mormopterus jugularis
Mormopterus acetabulosus
Tadarida espiritosantensis
Tadarida brasiliensis
Tadarida australis
Tadarida aegyptiaca
Tadarida fulminans
Tadarida lobata
Tadarida teniotis
Tadarida ventralis
Nyctinomops aurispinosus
Nyctinomops femorosaccus
Nyctinomops laticaudatus
Nyctinomops macrotis
Otomops formosus
Otomops martiensseni
Otomops papuensis
Otomops secundus
Otomops wroughtoni
Promops centralis
Promops nasutus
Molossus sinaloae
Molossus bondae
Molossus molossus
Molossus ater
Molossus pretiosus
Eumops hansae
Eumops perotis
Eumops dabbenei
Eumops bonariensis
Eumops maurus
Eumops glaucinus
Eumops auripendulus
Eumops underwoodi
Chaerephon ansorgei
Chaerephon bemmeleni
Chaerephon bivittata
Chaerephon aloysiisabaudiae
Chaerephon chapini
Chaerephon gallagheri
Chaerephon jobensis
Chaerephon johorensis
Chaerephon major
Chaerephon nigeriae
Chaerephon plicata
Chaerephon pumila
Chaerephon russata
Mops brachypterus
Mops nanulus
Mops petersoni
Mops spurrelli
Mops thersites
Mops congicus
Mops condylurus
Mops midas
Mops mops
Mops niangarae
Mops sarasinorum
Mops trevori
Mops demonstrator
Mops niveiventer
Miniopterus schreibersi
Miniopterus robustior
Miniopterus tristis
Miniopterus inflatus
Miniopterus magnater
Miniopterus fraterculus
Miniopterus fuscus
Miniopterus australis
Miniopterus minor
Miniopterus pusillus
Eudiscopus denticulus
Hesperoptenus doriae
Ia io
Lasionycteris noctivagans
Mimetillus moloneyi
Nycticeius humeralis
Nycticeius rueppellii
Otonycteris hemprichii
Philetor brachypterus
Pipistrellus dormeri
Pipistrellus subflavus
Antrozous dubiaquercus
Antrozous pallidus
Glischropus javanus
Glischropus tylopus
Pipistrellus anchietai
Pipistrellus eisentrauti
Pipistrellus hesperus
Pipistrellus musciculus
Tylonycteris pachypus
Tylonycteris robustula
Vespertilio murinus
Vespertilio superans
Pipistrellus anthonyi
Pipistrellus joffrei
Pipistrellus stenopterus
Pipistrellus crassulus
Pipistrellus nanulus
Pipistrellus rueppelli
Pipistrellus circumdatus
Pipistrellus cuprosus
Pipistrellus societatis
Scotoecus pallidus
Scotoecus albofuscus
Scotoecus hirundo
Pipistrellus imbricatus
Pipistrellus arabicus
Pipistrellus nanus
Pipistrellus pulveratus
Pipistrellus kitcheneri
Pipistrellus lophurus
Hesperoptenus blanfordi
Hesperoptenus gaskelli
Hesperoptenus tickelli
Hesperoptenus tomesi
Histiotus alienus
Histiotus macrotus
Histiotus montanus
Histiotus velatus
Laephotis angolensis
Laephotis botswanae
Laephotis namibensis
Laephotis wintoni
Pipistrellus tasmaniensis
Pipistrellus affinis
Pipistrellus mordax
Pipistrellus petersi
Nycticeius schlieffeni
Nycticeius balstoni
Nycticeius greyii
Nycticeius sanborni
Pipistrellus cadornae
Pipistrellus macrotis
Pipistrellus ariel
Pipistrellus bodenheimeri
Pipistrellus savii
Eptesicus baverstocki
Eptesicus douglasorum
Eptesicus pumilus
Eptesicus sagittula
Eptesicus regulus
Eptesicus vulturnus
Nyctalus azoreum
Nyctalus aviator
Nyctalus lasiopterus
Nyctalus leisleri
Nyctalus montanus
Nyctalus noctula
Chalinolobus tuberculatus
Chalinolobus dwyeri
Chalinolobus gouldii
Chalinolobus morio
Chalinolobus nigrogriseus
Chalinolobus picatus
Rhogeessa alleni
Rhogeessa mira
Rhogeessa gracilis
Rhogeessa genowaysi
Rhogeessa minutilla
Rhogeessa parvula
Rhogeessa tumida
Lasiurus egregius
Lasiurus ega
Lasiurus intermedius
Lasiurus cinereus
Lasiurus castaneus
Lasiurus borealis
Lasiurus seminolus
Eptesicus flavescens
Eptesicus rendalli
Eptesicus tenuipinnis
Eptesicus brunneus
Eptesicus capensis
Eptesicus guineensis
Eptesicus melckorum
Eptesicus somalicus
Chalinolobus alboguttatus
Chalinolobus argentatus
Chalinolobus beatrix
Chalinolobus egeria
Chalinolobus gleni
Chalinolobus kenyacola
Chalinolobus poensis
Chalinolobus superbus
Chalinolobus variegatus
Pharotis imogene
Nyctophilus arnhemensis
Nyctophilus geoffroyi
Nyctophilus gouldi
Nyctophilus heran
Nyctophilus microdon
Nyctophilus microtis
Nyctophilus timoriensis
Nyctophilus walkeri
Barbastella barbastellus
Barbastella leucomelas
Euderma maculatum
Idionycteris phyllotis
Plecotus rafinesquii
Plecotus mexicanus
Plecotus townsendii
Plecotus austriacus
Plecotus teneriffae
Plecotus auritus
Plecotus taivanus
Scotomanes emarginatus
Scotomanes ornatus
Scotophilus kuhlii
Scotophilus nigrita
Scotophilus borbonicus
Scotophilus viridis
Scotophilus celebensis
Scotophilus heathi
Scotophilus leucogaster
Scotophilus dinganii
Scotophilus nux
Scotophilus robustus
Pipistrellus minahassae
Pipistrellus ceylonicus
Pipistrellus aegyptius
Pipistrellus aero
Pipistrellus inexspectatus
Pipistrellus kuhlii
Pipistrellus maderensis
Pipistrellus rusticus
Pipistrellus nathusii
Pipistrellus permixtus
Pipistrellus pipistrellus
Pipistrellus coromandra
Pipistrellus mimus
Pipistrellus tenuis
Pipistrellus babu
Pipistrellus endoi
Pipistrellus javanicus
Pipistrellus paterculus
Pipistrellus peguensis
Eptesicus floweri
Eptesicus nasutus
Eptesicus bobrinskoi
Eptesicus nilssoni
Eptesicus diminutus
Eptesicus innoxius
Eptesicus brasiliensis
Eptesicus bottae
Eptesicus demissus
Eptesicus furinalis
Eptesicus fuscus
Eptesicus guadeloupensis
Eptesicus hottentotus
Eptesicus kobayashii
Eptesicus pachyotis
Eptesicus platyops
Eptesicus serotinus
Eptesicus tatei
Harpiocephalus harpia
Murina grisea
Murina aenea
Murina cyclotis
Murina huttoni
Murina puta
Murina rozendaali
Murina aurata
Murina florium
Murina silvatica
Murina suilla
Murina tenebrosa
Murina tubinaris
Murina ussuriensis
Murina fusca
Murina leucogaster
Kerivoula aerosa
Kerivoula atrox
Kerivoula jagorii
Kerivoula papuensis
Kerivoula agnella
Kerivoula argentata
Kerivoula cuprosa
Kerivoula eriophora
Kerivoula flora
Kerivoula hardwickei
Kerivoula intermedia
Kerivoula lanosa
Kerivoula minuta
Kerivoula muscina
Kerivoula myrella
Kerivoula papillosa
Kerivoula pellucida
Kerivoula phalaena
Kerivoula picta
Kerivoula smithii
Kerivoula whiteheadi
Myotis abei
Myotis aelleni
Myotis albescens
Myotis austroriparius
Myotis chiloensis
Myotis cobanensis
Myotis dasycneme
Myotis fortidens
Myotis grisescens
Myotis levis
Myotis lucifugus
Myotis montivagus
Myotis oxyotus
Myotis peninsularis
Myotis ricketti
Myotis velifer
Myotis volans
Myotis yumanensis
Myotis lesueuri
Myotis seabrai
Myotis macrotarsus
Myotis stalkeri
Myotis vivesi
Myotis riparius
Myotis simus
Myotis ruber
Myotis adversus
Myotis bocagei
Myotis hasseltii
Myotis horsfieldii
Myotis capaccinii
Myotis daubentoni
Myotis longipes
Myotis macrodactylus
Myotis pruinosus
Myotis formosus
Myotis welwitschii
Myotis emarginatus
Myotis goudoti
Myotis morrisi
Myotis tricolor
Myotis blythii
Myotis chinensis
Myotis myotis
Myotis sicarius
Myotis bechsteini
Myotis auriculus
Myotis evotis
Myotis keenii
Myotis milleri
Myotis pequinius
Myotis bombinus
Myotis nattereri
Myotis schaubi
Myotis thysanodes
Myotis siligorensis
Myotis scotti
Myotis oreias
Myotis altarium
Myotis californicus
Myotis leibii
Myotis planiceps
Myotis brandti
Myotis insularum
Myotis mystacinus
Myotis frater
Myotis annectans
Myotis australis
Myotis hosonoi
Myotis ikonnikovi
Myotis muricola
Myotis ozensis
Myotis ridleyi
Myotis rosseti
Myotis yesoensis
Myotis atacamensis
Myotis dominicensis
Myotis elegans
Myotis findleyi
Myotis keaysi
Myotis martiniquensis
Myotis nesopolus
Myotis nigricans
Myotis sodalis
Uropsilus andersoni
Uropsilus gracilis
Uropsilus investigator
Uropsilus soricipes
Scaptonyx fusicaudus
Parascaptor leucura
Talpa altaica
Talpa streeti
Talpa stankovici
Talpa romana
Talpa occidentalis
Talpa europaea
Talpa caucasica
Talpa caeca
Talpa levantis
Mogera wogura
Mogera tokudae
Mogera robusta
Mogera insularis
Mogera etigo
Mogera kobeae
Mogera minor
Euroscaptor grandis
Euroscaptor mizura
Euroscaptor parvidens
Euroscaptor micrura
Euroscaptor longirostris
Euroscaptor klossi
Scaptochirus moschatus
Nesoscaptor uchidai
Condylura cristata
Scapanulus oweni
Parascalops breweri
Scalopus aquaticus
Scapanus latimanus
Scapanus townsendii
Scapanus orarius
Neurotrichus gibbsii
Urotrichus pilirostris
Urotrichus talpoides
Desmana moschata
Galemys pyrenaicus
Echinosorex gymnura
Podogymnura aureospinula
Podogymnura truei
Hylomys suillus
Hylomys sinensis
Hylomys hainanensis
Hemiechinus hypomelas
Hemiechinus aethiopicus
Hemiechinus micropus
Hemiechinus auritus
Hemiechinus collaris
Mesechinus dauuricus
Mesechinus hughi
Erinaceus concolor
Erinaceus amurensis
Erinaceus europaeus
Atelerix frontalis
Atelerix algirus
Atelerix albiventris
Atelerix sclateri
Crocidura aleksandrisi
Crocidura allex
Crocidura andamanensis
Crocidura ansellorum
Crocidura arabica
Crocidura armenica
Crocidura attenuata
Crocidura attila
Crocidura baileyi
Crocidura batesi
Crocidura beatus
Crocidura beccarii
Crocidura bottegi
Crocidura bottegoides
Crocidura buettikoferi
Crocidura caliginea
Crocidura canariensis
Crocidura cinderella
Crocidura congobelgica
Crocidura cossyrensis
Crocidura crenata
Crocidura crossei
Crocidura cyanea
Crocidura denti
Crocidura desperata
Crocidura dhofarensis
Crocidura dolichura
Crocidura douceti
Crocidura dsinezumi
Crocidura eisentrauti
Crocidura elgonius
Crocidura elongata
Crocidura erica
Crocidura fischeri
Crocidura flavescens
Crocidura floweri
Crocidura foxi
Crocidura fuliginosa
Crocidura fulvastra
Crocidura fumosa
Crocidura fuscomurina
Crocidura glassi
Crocidura goliath
Crocidura gracilipes
Crocidura grandiceps
Crocidura grandis
Crocidura grassei
Crocidura grayi
Crocidura greenwoodi
Crocidura gueldenstaedtii
Crocidura harenna
Crocidura hildegardeae
Crocidura hirta
Crocidura hispida
Crocidura horsfieldii
Crocidura jacksoni
Crocidura jenkinsi
Crocidura kivuana
Crocidura lamottei
Crocidura lanosa
Crocidura lasiura
Crocidura latona
Crocidura lea
Crocidura leucodon
Crocidura levicula
Crocidura littoralis
Crocidura longipes
Crocidura lucina
Crocidura ludia
Crocidura luna
Crocidura lusitania
Crocidura macarthuri
Crocidura macmillani
Crocidura macowi
Crocidura malayana
Crocidura manengubae
Crocidura maquassiensis
Crocidura mariquensis
Crocidura maurisca
Crocidura maxi
Crocidura mindorus
Crocidura minuta
Crocidura miya
Crocidura monax
Crocidura monticola
Crocidura montis
Crocidura muricauda
Crocidura mutesae
Crocidura nana
Crocidura nanilla
Crocidura neglecta
Crocidura negrina
Crocidura nicobarica
Crocidura nigeriae
Crocidura nigricans
Crocidura nigripes
Crocidura nigrofusca
Crocidura nimbae
Crocidura niobe
Crocidura obscurior
Crocidura olivieri
Crocidura orii
Crocidura osorio
Crocidura palawanensis
Crocidura paradoxura
Crocidura parvipes
Crocidura pasha
Crocidura pergrisea
Crocidura phaeura
Crocidura picea
Crocidura pitmani
Crocidura planiceps
Crocidura poensis
Crocidura polia
Crocidura pullata
Crocidura raineyi
Crocidura religiosa
Crocidura rhoditis
Crocidura roosevelti
Crocidura russula
Crocidura selina
Crocidura serezkyensis
Crocidura sibirica
Crocidura sicula
Crocidura silacea
Crocidura smithii
Crocidura somalica
Crocidura stenocephala
Crocidura suaveolens
Crocidura susiana
Crocidura tansaniana
Crocidura tarella
Crocidura tarfayensis
Crocidura telfordi
Crocidura tenuis
Crocidura thalia
Crocidura theresae
Crocidura thomensis
Crocidura turba
Crocidura ultima
Crocidura usambarae
Crocidura viaria
Crocidura voi
Crocidura whitakeri
Crocidura wimmeri
Crocidura xantippe
Crocidura yankariensis
Crocidura zaphiri
Crocidura zarudnyi
Crocidura zimmeri
Crocidura zimmermanni
Diplomesodon pulchellum
Feroculus feroculus
Myosorex babaulti
Myosorex blarina
Myosorex cafer
